brand, product, price, shipping, hyperlink
EVGA,EVGA GeForce GTX 960 04G-P4-1962-KR 4GB SC GAMING| Only 6.8 inches| Perfect for mITX Build Graphics Card,$380.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-04g-p4-1962-kr/p/N82E16814487154?Item=9SIAE8D8NK3543
GIGABYTE,GIGABYTE GeForce GTX 1080 FE DirectX 12 GV-N1080D5X-8GD-B 8GB 256-Bit GDDR5X ATX Video Card,$829.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-fe-gv-n1080d5x-8gd-b/p/N82E16814125861?Item=9SIAE8DANM4236
GIGABYTE,GIGABYTE GeForce GTX 1070 Founders Edition GV-N1070D5-8GD-B| GBT GTX1070 Founders,$620.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-fe-gv-n1070d5-8gd-b/p/N82E16814125870?Item=9SIAE8D8E40031
ZOTAC,ZOTAC GeForce GTX 1080 FE DirectX 12 ZT-P10800A-10P 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card VR Ready Founders Edition,$850.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-fe-zt-p10800a-10p/p/N82E16814500396?Item=9SIAE8D8NF9755
ASUS,ASUS Dual GeForce GTX 1060 DirectX 12 DUAL-GTX1060-O3G 3GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,$652.99,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1060-dual-gtx1060-o3g/p/N82E16814126133?Item=9SIA4RE88F9656
ZOTAC,ZOTAC GeForce GTX 1080 Mini| ZT-P10800H-10P| 8GB GDDR5X IceStorm Cooling| Dual Fans| 90mm Pressure Optimized Fan| 100mm Maximum Airflow Optimized Fan| Direct GPU Copper Block Contact| Metal Back Plate,$859.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-zt-p10800h-10p/p/N82E16814500414?Item=9SIAE8D8GT0829
ZOTAC,ZOTAC GeForce GTX 1080 AMP! Edition| ZT-P10800C-10P| 8GB GDDR5X IceStorm Cooling| Metal Wraparound Carbon ExoArmor Exterior| Ultra-wide 100mm Fans| Spectra Lighting| PowerBoost| FREEZE Fan Stop,$859.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-zt-p10800c-10p/p/N82E16814500398?Item=9SIAE8D8GT0768
ZOTAC,ZOTAC GeForce GT 710 DirectX 12 ZT-71304-20L 1GB 64-Bit DDR3 PCI Express x1 HDCP Ready Video Card,$57.91,Free Shipping,https://www.newegg.com/zotac-geforce-gt-710-zt-71304-20l/p/N82E16814500395?Item=9SIA8N26BP8714
ASUS,ASUS GeForce GTX 1060 3GB Phoenix Fan Edition VR Ready HDMI DP DVI Graphics Card (PH-GTX1060-3G),$440.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1060-ph-gtx1060-3g/p/N82E16814126208?Item=9SIAE8DBFA0939
PNY Technologies  Inc.,PNY GeForce 8400 GS DirectX 10 VCG84512D3SXPB 512MB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,$95.00,Free Shipping,https://www.newegg.com/pny-geforce-8400-gs-vcg84512d3sxpb/p/N82E16814133461?Item=9SIAE8DADE0881
Corn Electronics,GF FX 5500 FX5500 256 MB PCI Desktop Video Graphics Card Vga Nvidia Chipset,$46.99,Free Shipping,https://www.newegg.com/p/1FT-000N-000P2?Item=9SIA4RE9760961
None,MAXSUN GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti TF4GM4 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI  GPU,$159.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gtx-1050-ti-gtx-1050ti-tf4gm4/p/1FT-009J-00023?Item=9SIADJRBG87004
MSI,MSI GeForce GT 730 DirectX 12 N730K-2GD5LP/OC 2GB 64-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready Video Card,$129.99,Free Shipping,https://www.newegg.com/msi-geforce-gt-730-n730k-2gd5lp-oc/p/1FT-0009-001F2?Item=9SIA73M8798568
MSI,MSI GeForce GT 710 1GB DirectX 12 GT 710 1GD3H LP 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Graphics Card,$50.17,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-1gd3h-lp/p/1FT-0009-000Y6?Item=9SIAFJ8A0S3268
None,ETopSell Graphics Card GeForce FX5500 256MB PCI dual vga + av video card,$47.46,$7.39 Shipping,https://www.newegg.com/p/1FT-001U-00021?Item=9SIA4UB6683074
ZOTAC,ZOTAC GeForce GT 710 DirectX 12 ZT-71304-20L 1GB 64-Bit DDR3 PCI Express x1 HDCP Ready Video Card,$57.99,Free Shipping,https://www.newegg.com/zotac-geforce-gt-710-zt-71304-20l/p/1FT-000M-001G7?Item=9SIAG7R9195161
None,MAXSUN GeForce GT 710 DirectX 12 GT 710 HHM3 1GB 64-Bit DDR3 PCI Express 2.0 x16  Low Profile Video Card HDMI+DVI+VGA,$59.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-710-gt-710-hhm3/p/1FT-009J-00004?Item=9SIADJRBG87017
Corn Electronics,CORN GTX650 128-Bit 1GB GDDR5 Graphic Card with fan Video Card GPU Support DirectX11PCI Express 3.0 VGA/DVI-D/HDMI|Play for LOL|PUBG|OW|APex|CSGO etc.,$68.99,Free Shipping,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650/p/1FT-0040-00049?Item=9SIA4RE9263263
EVGA,EVGA GeForce GTX 1070 Gaming ACX 3.0 Black Edition Graphic Cards (08G-P4-5171-KR),$620.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5171-kr/p/1FT-001K-003F4?Item=9SIAE8D8U04732
PNY Technologies  Inc.,PNY GeForce RTX 2080 Ti 11GB XLR8 Gaming Overclocked Edition Graphics Card,$1363.34,Free Shipping,https://www.newegg.com/pny-geforce-rtx-2080-ti-vcg2080t11tfmpb-o/p/N82E16814133754?Item=9SIA4YU9VZ5343
MSI,MSI GeForce GTX 970 GAMING 4G,$485.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-4g/p/N82E16814127832?Item=9SIAE8D8HS9329
NVIDIA,NVIDIA TITAN V Graphic Card - 1.20 GHz Core - 1.46 GHz Boost Clock - 12 GB HBM2 - Dual Slot Space Required,$3690.00,Free Shipping,https://www.newegg.com/p/1FT-0004-00262?Item=9SIAE8D9DG9994
EVGA,EVGA GeForce RTX 2080 Ti GAMING Video Card| 11G-P4-2380-KR| 11GB GDDR6| RGB LED Logo| Metal Backplate,$1231.49,Free Shipping,https://www.newegg.com/evga-geforce-rtx-2080-ti-11g-p4-2380-kr/p/N82E16814487487?Item=9SIAN0MBM76660
GIGABYTE,GIGABYTE GeForce GTX 1650 DirectX 12 GV-N1656EAGLE OC-4GD 4GB 128-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,$179.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1650-gv-n1656eagle-oc-4gd/p/N82E16814932297?Item=N82E16814932297
EVGA,EVGA GeForce GTX TITAN X 12G-P4-2992-KR 12GB SC GAMING| Play 4k with Ease Graphics Card,$1099.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-titan-x-12g-p4-2992-kr/p/N82E16814487130?Item=9SIAE8D7ZM7132
GIGABYTE,GIGABYTE AORUS GeForce GTX 1070 8GB Video Card| GV-N1070AORUS-8GD R2,$620.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-gv-n1070aorus-8gd-r2/p/N82E16814125956?Item=9SIAE8D8WG1501
GIGABYTE,GIGABYTE GeForce GT 710 DirectX 12 GV-N710D5-2GL 2GB 64-Bit DDR5 PCI Express 2.0 x8 Low Profile Video Card,$67.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-gt-710-gv-n710d5-2gl/p/N82E16814932006?Item=9SIAN0MBME1925
Corn Electronics,CORN GTX 650 Ti 128-Bit 2GB GDDR5 Graphic Card DirectX11 Video Card GPU DVI/DP/HDMI,$79.99,Free Shipping,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650ti/p/1FT-0040-00014?Item=9SIA4RE8HY9251
MSI,MSI GeForce GTX 970 4GD5T OC,$445.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-4gd5t-oc/p/N82E16814127833?Item=9SIAE8DA433022
MSI,MSI GeForce GTX 980 Ti GAMING 6G,$529.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-980-ti-gtx-980ti-gaming-6g/p/N82E16814127889?Item=9SIAE8DANM0989
MSI,MSI GeForce GT 730 Fermi DDR3 128-bit 2GB DirectX 12 (N730 2GD3V3),$77.69,Free Shipping,https://www.newegg.com/msi-geforce-gt-730-n730-2gd3v3/p/1FT-0009-002C9?Item=9SIAFJ8A0S7698
EVGA,EVGA GeForce 8600 GT DirectX 10 256-P2-N751-TR 256MB 128-Bit GDDR3 PCI Express x16 SLI Support Video Card,$199.00,Free Shipping,https://www.newegg.com/evga-geforce-8600-gt-256-p2-n751-tr/p/N82E16814130085?Item=9SIAE8D6KC4730
Corn Electronics,CORN GTX 960 128-Bit 2GB GDDR5 Graphic Card with dual fans DirectX11 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|PUBG|OW|Apex|CSGO etc.,$125.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00044?Item=9SIA4RE91F7626
Corn Electronics,CORN GTX 750 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 VGA/DVI-D/HDMI|Play for LOL|PUBG|OW|War Thunder etc.,$119.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00029?Item=9SIA4RE8YW9502
ASUS,ASUS GeForce GTX 1050 Ti 4GB PHOENIX Fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (PH-GTX1050Ti-4G),$216.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1050-ti-ph-gtx1050ti-4g/p/N82E16814126170?Item=9SIAEUY9J23938
MSI,MSI GeForce GTX 1060 DirectX 12 GTX 1060 6GT OCV1 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,$410.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1060-gtx-1060-6gt-ocv1/p/N82E16814137053?Item=9SIAE8D9C95074
Corn Electronics,CORN GTX 950 128-Bit 2GB GDDR5 Graphic Card with dual fans GTX950 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|PUBG|OW|War Thunder etc.,$135.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00025?Item=9SIA4RE8Y72969
Corn Electronics,CORN GTX 960 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX11 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|PUBG|OW|Apex|CSGO etc.,$207.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00022?Item=9SIA4RE8W19347
EVGA,EVGA 6 GeForce 6200 DirectX 9 512-P1-N402-LR 512MB 64-Bit DDR2 PCI 2.1 Video Card,$149.00,$12.00 Shipping,https://www.newegg.com/evga-geforce-6200-512-p1-n402-lr/p/N82E16814130477?Item=9SIADRA9BJ2970
MSI,MSI GeForce GTX 970 GAMING 100ME,$510.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-100me/p/N82E16814127850?Item=9SIAE8D8HS9332
MSI,MSI GeForce GT 1030 DirectX 12 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card Model GT 1030 2GD4 LP OC,$96.45,Free Shipping,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gd4-lp-oc/p/1FT-0009-002E3?Item=9SIA1K69BT7268
None,MAXSUN GeForce GT 1030 2GB 64-Bit GDDR5 Support 4K DirectX 12 Shader Model 5.0 OpenGL 4.5,$89.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-1030-gt-1030-tf-2g/p/1FT-009J-00025?Item=9SIADJRBG87025
MSI,MSI GeForce GT 730 2GB DirectX 12 N730-2GD3V3 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX  Video Graphics Card,$77.69,Free Shipping,https://www.newegg.com/msi-geforce-gt-730-n730-2gd3v3/p/1FT-0009-000Y2?Item=9SIAFJ8A0S0165
Corn Electronics,CORN NVIDIA GeForce GTX 650 1GB 128-Bit DDR5 Graphic Card random color Video Card GPU GTX650-DCO-1GD5 DirectX 11 PCI Express 3.0 HDCP DVI/VGA/HDMI,$70.99,Free Shipping,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650/p/1FT-0040-00002?Item=9SIA4RE5X44894
MSI,MSI GeForce GT 730 DirectX 12 N730-4GD3V2 4GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,$135.99,Free Shipping,https://www.newegg.com/msi-geforce-gt-730-n730-4gd3v2/p/1FT-0009-002C6?Item=9SIAG7R9444236
MSI,MSI GeForce GT 730 DirectX 12 N730-4GD3V2 4GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,$129.99,Free Shipping,https://www.newegg.com/msi-geforce-gt-730-n730-4gd3v2/p/1FT-0009-001F0?Item=9SIA73M8798354
MSI,MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti GAMING X TRIO 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$1120.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gtx-1080-ti-gaming-x-trio/p/N82E16814137250?Item=9SIAE8D8GD1795
PNY Technologies  Inc.,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606XGPB-OC2 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,$489.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1060-vcggtx10606xgpb-oc2/p/N82E16814133733?Item=9SIAE8D9AX0671
MSI,MSI GeForce GTX 980 Ti DirectX 12 GTX 980Ti 6GD5 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX Video Card,$510.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-980-ti-gtx-980ti-6gd5/p/N82E16814127871?Item=9SIAE8DANM1369
PNY Technologies  Inc.,PNY GeForce GT 1030 2GB (VCGGT10302PB),$99.99,Free Shipping,https://www.newegg.com/pny-geforce-gt-1030-vcggt10302pb/p/N82E16814133724?Item=9SIAN0MBM76634
GIGABYTE,GIGABYTE GeForce 210 DirectX 10.1 GV-N210D3-1GI 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,$79.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-210-gv-n210d3-1gi/p/N82E16814125392?Item=9SIA4REACP4383
PNY Technologies  Inc.,PNY GeForce GTX 1080 DirectX 12 VCGGTX10808PB 8GB 256-Bit GDDR5X PCI Express 3.0 x16 Blower Edition Video Card,$860.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1080-vcggtx10808pb/p/N82E16814133739?Item=9SIAE8D8M64819
EVGA,EVGA GeForce GTX 1070 FTW GAMING ACX 3.0| 08G-P4-6276-KR| 8GB GDDR5| RGB LED| 10CM FAN| 10 Power Phases| Double BIOS| DX12 OSD Support (PXOC) Video Graphics Card,$625.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6276-kr/p/1FT-001K-00146?Item=9SIAE8D8EV4916
Corn Electronics,CORN GTX 650 Ti 128-Bit 1GB GDDR5 Graphic Card DirectX11 Video Card GPU PCI Express 3.0 DVI/VGA/HDMI,$101.99,Free Shipping,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650ti/p/1FT-0040-00003?Item=9SIA4RE5X87654
EVGA,EVGA GeForce GTX 1060 6GB SSC GAMING ACX 3.0 6GB| GDDR5| LED| DX12 OSD Support (PXOC)| 06G-P4-6267-KR Video Graphics Card,$489.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1060-06g-p4-6267-kr/p/1FT-001K-002S1?Item=9SIAE8D9EZ4043
ONDA,ONDA GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING 4GD5 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI GPU,$179.89,Free Shipping,https://www.newegg.com/onda-geforce-gtx-1050-ti-1050ti-gaming-4gd5/p/1FT-009N-00001?Item=9SIADJRBG87027
MSI,MSI NVIDIA GeForce GT 730 2GB DDR3 VGA/DVI/HDMI PCI-Express Video Graphics Cards,$159.99,Free Shipping,https://www.newegg.com/p/1FT-0009-00414?Item=9SIAKRFA0F4084
None,MAXSUN GeForce GT 710 DirectX 12 GT 710 HH2GM3 2GB 64-Bit DDR3 PCI Express 2.0 x16  Low Profile Video Card HDMI+DVI+VGA,$79.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-710-gt-710-hh2gm3/p/1FT-009J-00009?Item=9SIADJRBG87030
MSI,MSI Gaming GeForce GT 710 2GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Heat Sink Low Profile Graphics Card (GT 710 2GD3H LP),$76.99,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3h-lp/p/1FT-0009-002E2?Item=9SIAG7R9527121
MSI,MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,$62.73,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3h-lp/p/1FT-0009-001F4?Item=9SIAFJ8A0U3728
None,MAXSUN GeForce GT 710 DirectX 12 GT 710 HHII2G 2GB 64-Bit DDR3 PCI Express 2.0 x16 Low Profile Video Card HDMI+DVI+VGA,$79.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-710-gt-710-hhii2g/p/1FT-009J-00013?Item=9SIADJRBG87168
ZOTAC,ZOTAC GAMING GeForce RTX 2080 Ti Triple Fan 11GB GDDR6 352-bit Gaming Graphics Card| Active Fan Control| Metal Backplate| Spectra Lighting (ZT-T20810F-10P),$1539.99,Free Shipping,https://www.newegg.com/zotac-geforce-rtx-2080-ti-zt-t20810f-10p/p/N82E16814500434?Item=9SIAD6H88J4000
ASUS,ASUS TUF Gaming GeForce GTX 1660 SUPER Overclocked 6GB Edition HDMI DP DVI Gaming Graphics Card (TUF-GTX1660S-O6G-GAMING),$309.99,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1660-super-tuf-gtx1660s-o6g-gaming/p/N82E16814126359?Item=9SIAMNEBMW2047
None,Colorful iGame GeForce RTX 2070 Super Vulcan X OC GDDR6 8G LCD Status Monitor Graphics Card| Triplel Fans| 8GB 256-Bit GDDR6| iGame GeForce RTX 2070 SUPER Vulcan X OC Video Card HDMI + DP + USB Type C,$779.99,$10.00 Shipping,https://www.newegg.com/colorful-igame-geforce-rtx-2070-super-vulcan-x-oc/p/1FT-005B-00059?Item=9SIAGKC9WW8413
EVGA,EVGA GeForce GTX 980 04G-P4-2983-KR 4GB SC GAMING w/ACX 2.0| 26% Cooler and 36% Quieter Cooling Graphics Card,$475.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-04g-p4-2983-kr/p/N82E16814487079?Item=9SIAE8D8HS9343
EVGA,EVGA GeForce GTX 1050 Ti SC GAMING| 04G-P4-6253-KR| 4GB GDDR5| DX12 OSD Support (PXOC),$679.99,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1050-ti-04g-p4-6253-kr/p/N82E16814487291?Item=9SIA4RE98R1100
PNY Technologies  Inc.,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606PB 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,$370.97,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1060-vcggtx10606pb/p/N82E16814133631?Item=9SIA5758R63090
NVIDIA,NVIDIA GeForce GTX 970 Graphic Card - 1.05 GHz Core - 1.18 GHz Boost Clock - 4 GB GDDR5 - Dual Slot Space Required,$449.00,Free Shipping,https://www.newegg.com/p/1FT-0004-00267?Item=9SIAE8D8CH4055
EVGA,EVGA GeForce GTX TITAN Z 12G-P4-3992-KR 12GB SC GAMING| Fastest NVIDIA GPU Graphics Card,$1190.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-titan-z-superclocked-12g-p4-3992-kr/p/N82E16814487048?Item=9SIAE8D7ZG3515
PNY Technologies  Inc.,PNY GeForce GTX 1660 Ti Graphic Card - 1.50 GHz Core - 1.77 GHz Boost Clock - 6GB GDDR6 - Dual Slot Space Required,$324.49,Free Shipping,https://www.newegg.com/pny-gtx-1660-ti-vcg1660t6blmpb/p/N82E16814133795?Item=9SIAN0MBB62716
MSI,MSI GeForce GTX 980 GAMING 4G,$499.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-980-gtx-980-gaming-4g/p/N82E16814127834?Item=9SIAE8D8HS9345
GIGABYTE,GIGABYTE AORUS GeForce GTX 1080 Ti DirectX 12 GV-N108TAORUS-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,$1049.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorus-11gd/p/N82E16814125954?Item=9SIAE8D8GS2682
GIGABYTE,GIGABYTE GeForce GTX 1050 DirectX 12 GV-N1050OC-2GD 2GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,$208.90,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1050-gv-n1050oc-2gd/p/N82E16814125919?Item=9SIAGBA9XZ1366
MSI,MSI N730-2GD3V3 GeForce GT 730 Graphic Card - 700 MHz Core - 2 GB DDR3 SDRAM,$77.69,Free Shipping,https://www.newegg.com/p/1FT-0009-00154?Item=9SIAFJ8A0S0175
MSI,MSI GeForce GTX 960 DirectX 12 GTX 960 GAMING 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$375.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-960-gtx-960-gaming-4g/p/N82E16814127860?Item=9SIAE8D8A13487
GIGABYTE,GIGABYTE GeForce GTX 970 4GB G1 GAMING OC EDITION| GV-N970G1 GAMING-4GD,$459.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-970-gv-n970g1-gaming-4gd/p/N82E16814125684?Item=9SIAE8D8KN9718
ZOTAC,ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR6 128-bit Gaming Graphics Card| Super Compact| ZT-T16520F-10L,$238.99,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1650-zt-t16520f-10l/p/N82E16814500494?Item=9SIAD6HBD84618
ZOTAC,ZOTAC GeForce GTX 1080 Ti AMP Extreme 11GB GDDR5X 352-bit Gaming Graphics Card VR Ready 16+2 Power Phase Freeze Fan Stop IceStorm Cooling Spectra Lighting ZT-P10810C-10P,$1090.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-ti-zt-p10810c-10p/p/N82E16814500418?Item=9SIAE8D8MD4578
GIGABYTE,GIGABYTE GeForce GTX 970 DirectX 12 GV-N970WF3OC-4GD (rev. 1.0/1.1) 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX G-SYNC Support Video Card,$459.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-970-gv-n970wf3oc-4gd/p/N82E16814125685?Item=9SIAE8D8KZ1062
EVGA,EVGA GeForce GTX 680 DirectX 11 02G-P4-2680-KR 2GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$299.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-680-02g-p4-2680-kr/p/N82E16814130768?Item=9SIAE8DBB30239
None,MAXSUN GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti TF4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI  GPU,$159.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gtx-1050-ti-gtx-1050ti-tf4g/p/1FT-009J-00022?Item=9SIADJRBG87177
EVGA,EVGA GeForce GTX TITAN X 12G-P4-2990-KR 12GB GAMING| Play 4k with Ease Graphics Card,$1099.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-titan-x-12g-p4-2990-kr/p/N82E16814487129?Item=9SIAE8D8354082
EVGA,EVGA GeForce GTX 1080 Ti FTW3 ELITE GAMING WHITE| 11G-P4-6796-K1| 11GB GDDR5X| iCX Technology - 9 Thermal Sensors & RGB LED G/P/M,$1259.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6796-k1/p/N82E16814487397?Item=9SIAE8D8HT2950
MSI,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI GAMING X 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,$439.99,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1660-ti-gtx-1660-ti-gaming-x-6g/p/1FT-0009-002A1?Item=9SIA73MBMT8892
GIGABYTE,GIGABYTE AORUS GeForce GTX 1080 Ti DirectX 12 GV-N108TAORUS X-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Xtreme Edition Video Card,$1059.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorus-x-11gd/p/N82E16814125953?Item=9SIAE8D9A92448
GIGABYTE,GIGABYTE GeForce GTX 1050 OC Low Profile 2GB Video Card| GBTGV-N1050OC-2GL,$157.64,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1050-gv-n1050oc-2gl/p/N82E16814125951?Item=9SIA1K660Z2539
NVIDIA,NVIDIA GeForce Titan X (Pascal) (900-1G611-2500-000) 12GB 384-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,$1199.00,Free Shipping,https://www.newegg.com/nvidia-geforce-gtx-titan-x-900-1g611-2500-000/p/1FT-0004-001B0?Item=9SIAE8D8A17173
EVGA,EVGA GeForce GTX 1080 Ti FTW3 HYBRID GAMING| 11G-P4-6698-KR| 11GB GDDR5X| HYBRID & RGB LED| iCX Technology - 9 Thermal Sensors,$1190.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6698-kr/p/N82E16814487377?Item=9SIAE8D8G65605
ZOTAC,ZOTAC GAMING GeForce RTX 2080 Ti AMP MAXX 11GB GDDR6 352-bit Gaming Graphics Card| IceStorm 2.0| Factory Overclock| Freeze Fan Stop| Active Fan Control| PowerBoost| Spectra Lighting| ZT-T20810H-10P,$1355.36,Free Shipping,https://www.newegg.com/zotac-rtx-2080-ti-zt-t20810h-10p/p/N82E16814500450?Item=9SIA6ZPAVB3145
MSI,MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti AERO 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$1090.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gtx-1080-ti-aero-11g-oc/p/N82E16814137115?Item=9SIAE8D8FE0885
MSI,MSI GeForce GTX 960 DirectX 12 GTX 960 2GD5T OC 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$299.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-960-gtx-960-2gd5t-oc/p/N82E16814127844?Item=9SIAE8D84U8224
